geneID	name
nbis-gene-12149	spYPL237W
nbis-gene-1215	scYDR140W
nbis-gene-12150	spYPL239W
nbis-gene-12151	spYPL240C
nbis-gene-12152	spYPL241C
nbis-gene-12153	spYPL242C
nbis-gene-12154	spYPL243W
nbis-gene-12155	spYPL244C
nbis-gene-12156	spYPL245W
nbis-gene-12157	spYPL246C
nbis-gene-12158	spYPL247C
nbis-gene-12159	spYPL248C
nbis-gene-1216	scYDR141C
nbis-gene-12160	spYPL249C
nbis-gene-12161	spYPL249C-A
nbis-gene-12162	spYPL250C
nbis-gene-12163	spYPL252C
nbis-gene-12164	spYPL253C
nbis-gene-12165	spYPL254W
nbis-gene-12166	spYPL255W
nbis-gene-12167	spYPL256C
nbis-gene-12168	spYPL257W
nbis-gene-12169	spYPL259C
nbis-gene-1217	scYDR142C
nbis-gene-12170	spYPL260W
nbis-gene-12171	spYPL262W
nbis-gene-12172	spYPL263C
nbis-gene-12173	spYPL264C
nbis-gene-12174	spYPL265W
nbis-gene-12175	spYPL266W
nbis-gene-12176	spYPL267W
nbis-gene-12177	spYPL268W
nbis-gene-12178	spYPL269W
nbis-gene-12179	spYPL270W
nbis-gene-1218	scYDR143C
nbis-gene-12180	spYPL271W
nbis-gene-12181	spYPL272C
nbis-gene-12182	spYPL273W
nbis-gene-12183	spYPL274W
nbis-gene-12184	spYPL277C
nbis-gene-12185	spYPL279C
nbis-gene-12186	spYPL280W
nbis-gene-12187	spYPL283C
nbis-gene-12188	spYPR001W
nbis-gene-12189	spYPR002C-A
nbis-gene-1219	scYDR144C
nbis-gene-12190	spYPR002W
nbis-gene-12191	spYPR003C
nbis-gene-12192	spYPR004C
nbis-gene-12193	spYPR005C
nbis-gene-12194	spYPR006C
nbis-gene-12195	spYPR007C
nbis-gene-12196	spYPR010C
nbis-gene-12197	spYPR010C-A
nbis-gene-12198	spYPR011C
nbis-gene-12199	spYPR012W
nbis-gene-122	scYAR009C
nbis-gene-1220	scYDR145W
nbis-gene-12200	spYPR013C
nbis-gene-12201	spYPR014C
nbis-gene-12202	spYPR015C
nbis-gene-12203	spYPR016C
nbis-gene-12204	spYPR016W-A
nbis-gene-12205	spYPR017C
nbis-gene-12206	spYPR018W
nbis-gene-12207	spYPR019W
nbis-gene-12208	spYPR020W
nbis-gene-12209	spYPR021C
nbis-gene-1221	scYDR146C
nbis-gene-12210	spYPR022C
nbis-gene-12211	spYPR023C
nbis-gene-12212	spYPR024W
nbis-gene-12213	spYPR025C
nbis-gene-12214	spYPR026W
nbis-gene-12215	spYPR027C
nbis-gene-12216	spYPR028W
nbis-gene-12217	spYPR029C
nbis-gene-12218	spYPR030W
nbis-gene-12219	spYPR031W
nbis-gene-1222	scYDR147W
nbis-gene-12220	spYPR032W
nbis-gene-12221	spYPR033C
nbis-gene-12222	spYPR034W
nbis-gene-12223	spYPR035W
nbis-gene-12224	spYPR036W
nbis-gene-12225	spYPR036W-A
nbis-gene-12226	spYPR037C
nbis-gene-12227	spYPR039W
nbis-gene-12228	spYPR040W
nbis-gene-12229	spYPR041W
nbis-gene-1223	scYDR148C
nbis-gene-12230	spYPR042C
nbis-gene-12231	spYPR044C
nbis-gene-12232	spYPR045C
nbis-gene-12233	spYPR046W
nbis-gene-12234	spYPR047W
nbis-gene-12235	spYPR048W
nbis-gene-12236	spYPR049C
nbis-gene-12237	spYPR051W
nbis-gene-12238	spYPR052C
nbis-gene-12239	spYPR053C
nbis-gene-1224	scYDR149C
nbis-gene-12240	spYPR054W
nbis-gene-12241	spYPR055W
nbis-gene-12242	spYPR056W
nbis-gene-12243	spYPR057W
nbis-gene-12244	spYPR058W
nbis-gene-12245	spYPR060C
nbis-gene-12246	spYPR061C
nbis-gene-12247	spYPR062W
nbis-gene-12248	spYPR063C
nbis-gene-12249	spYPR064W
nbis-gene-1225	scYDR150W
nbis-gene-12250	spYPR065W
nbis-gene-12251	spYPR066W
nbis-gene-12252	spYPR067W
nbis-gene-12253	spYPR068C
nbis-gene-12254	spYPR069C
nbis-gene-12255	spYPR070W
nbis-gene-12256	spYPR071W
nbis-gene-12257	spYPR072W
nbis-gene-12258	spYPR073C
nbis-gene-12259	spYPR074C
nbis-gene-1226	scYDR151C
nbis-gene-12260	spYPR074W-A
nbis-gene-12261	spYPR075C
nbis-gene-12262	spYPR078C
nbis-gene-12263	spYPR079W
nbis-gene-12264	spYPR080W
nbis-gene-12265	spYPR081C
nbis-gene-12266	spYPR082C
nbis-gene-12267	spYPR083W
nbis-gene-12268	spYPR084W
nbis-gene-12269	spYPR085C
nbis-gene-1227	scYDR152W
nbis-gene-12270	spYPR086W
nbis-gene-12271	spYPR088C
nbis-gene-12272	spYPR089W
nbis-gene-12273	spYPR091C
nbis-gene-12274	spYPR092W
nbis-gene-12275	spYPR093C
nbis-gene-12276	spYPR094W
nbis-gene-12277	spYPR095C
nbis-gene-12278	spYPR096C
nbis-gene-12279	spYPR097W
nbis-gene-1228	scYDR153C
nbis-gene-12280	spYPR098C
nbis-gene-12281	spYPR100W
nbis-gene-12282	spYPR101W
nbis-gene-12283	spYPR102C
nbis-gene-12284	spYPR103W
nbis-gene-12285	spYPR104C
nbis-gene-12286	spYPR105C
nbis-gene-12287	spYPR106W
nbis-gene-12288	spYPR107C
nbis-gene-12289	spYPR108W
nbis-gene-1229	scYDR154C
nbis-gene-12290	spYPR109W
nbis-gene-12291	spYPR110C
nbis-gene-12292	spYPR111W
nbis-gene-12293	spYPR112C
nbis-gene-12294	spYPR113W
nbis-gene-12295	spYPR114W
nbis-gene-12296	spYPR115W
nbis-gene-12297	spYPR116W
nbis-gene-12298	spYPR117W
nbis-gene-12299	spYPR118W
nbis-gene-123	scYAR010C
nbis-gene-1230	scYDR155C
nbis-gene-12300	spYPR119W
nbis-gene-12301	spYPR120C
nbis-gene-12302	spYPR121W
nbis-gene-12303	spYPR122W
nbis-gene-12304	spYPR124W
nbis-gene-12305	spYPR125W
nbis-gene-12306	spYPR127W
nbis-gene-12307	spYPR128C
nbis-gene-12308	spYPR129W
nbis-gene-12309	spYPR131C
nbis-gene-1231	scYDR156W
nbis-gene-12310	spYPR133C
nbis-gene-12311	spYPR133W-A
nbis-gene-12312	spYPR134W
nbis-gene-12313	spYPR135W
nbis-gene-12314	spYPR137W
nbis-gene-12315	spYPR138C
nbis-gene-12316	spYPR139C
nbis-gene-12317	spYPR140W
nbis-gene-12318	spYPR141C
nbis-gene-12319	spYPR143W
nbis-gene-1232	scYDR157W
nbis-gene-12320	spYPR144C
nbis-gene-12321	spYPR145C-A
nbis-gene-12322	spYPR145W
nbis-gene-12323	spYPR146C
nbis-gene-12324	spYPR147C
nbis-gene-12325	spYPR148C
nbis-gene-12326	spYPR149W
nbis-gene-12327	spYPR151C
nbis-gene-12328	spYPR152C
nbis-gene-12329	spYPR153W
nbis-gene-1233	scYDR158W
nbis-gene-12330	spYPR154W
nbis-gene-12331	spYPR155C
nbis-gene-12332	spYPR156C
nbis-gene-12333	spYPR157W
nbis-gene-12334	spYPR158W
nbis-gene-12335	spYPR159W
nbis-gene-12336	spYPR160W
nbis-gene-12337	spYPR161C
nbis-gene-12338	spYPR162C
nbis-gene-12339	spYPR163C
nbis-gene-1234	scYDR159W
nbis-gene-12340	spYPR164W
nbis-gene-12341	spYPR165W
nbis-gene-12342	spYPR166C
nbis-gene-12343	spYPR167C
nbis-gene-12344	spYPR168W
nbis-gene-12345	spYPR169W
nbis-gene-12346	spYPR170C
nbis-gene-12347	spYPR170W-B
nbis-gene-12348	spYPR171W
nbis-gene-12349	spYPR172W
nbis-gene-1235	scYDR160W
nbis-gene-12350	spYPR173C
nbis-gene-12351	spYPR174C
nbis-gene-12352	spYPR175W
nbis-gene-12353	spYPR176C
nbis-gene-12354	spYPR178W
nbis-gene-12355	spYPR179C
nbis-gene-12356	spYPR180W
nbis-gene-12357	spYPR181C
nbis-gene-12358	spYPR182W
nbis-gene-12359	spYPR183W
nbis-gene-1236	scYDR161W
nbis-gene-12360	spYPR184W
nbis-gene-12361	spYPR185W
nbis-gene-12362	spYPR186C
nbis-gene-12363	spYPR187W
nbis-gene-12364	spYPR188C
nbis-gene-12365	spYPR189W
nbis-gene-12366	spYPR190C
nbis-gene-12367	spYPR191W
nbis-gene-12368	spYPR192W
nbis-gene-12369	spYPR193C
nbis-gene-1237	scYDR162C
nbis-gene-12370	spYPR194C
nbis-gene-12371	spYPR195C
nbis-gene-12372	spYPR196W
nbis-gene-12373	spYPR197C
nbis-gene-12374	spYPR198W
nbis-gene-12375	spYPR199C
nbis-gene-12376	spYPR200C
nbis-gene-12377	spYPR201W
nbis-gene-12378	spYPR202W
nbis-gene-1238	scYDR163W
nbis-gene-1239	scYDR164C
nbis-gene-124	scYAR014C
nbis-gene-1240	scYDR165W
nbis-gene-1241	scYDR166C
nbis-gene-1242	scYDR167W
nbis-gene-1243	scYDR168W
nbis-gene-1244	scYDR169C
nbis-gene-1245	scYDR169C-A
nbis-gene-1246	scYDR170C
nbis-gene-1247	scYDR170W-A
nbis-gene-1248	scYDR171W
nbis-gene-1249	scYDR172W
nbis-gene-125	scYAR015W
nbis-gene-1250	scYDR173C
nbis-gene-1251	scYDR174W
nbis-gene-1252	scYDR175C
nbis-gene-1253	scYDR176W
nbis-gene-1254	scYDR177W
nbis-gene-1255	scYDR178W
nbis-gene-1256	scYDR179C
nbis-gene-1257	scYDR179W-A
nbis-gene-1258	scYDR180W
nbis-gene-1259	scYDR181C
nbis-gene-126	scYAR018C
nbis-gene-1260	scYDR182W
nbis-gene-1261	scYDR182W-A
nbis-gene-1262	scYDR183C-A
nbis-gene-1263	scYDR183W
nbis-gene-1264	scYDR184C
nbis-gene-1265	scYDR185C
nbis-gene-1266	scYDR186C
nbis-gene-1267	scYDR187C
nbis-gene-1268	scYDR188W
nbis-gene-1269	scYDR189W
nbis-gene-127	scYAR019C
nbis-gene-1270	scYDR190C
nbis-gene-1271	scYDR191W
nbis-gene-1272	scYDR192C
nbis-gene-1273	scYDR193W
nbis-gene-1274	scYDR194C
nbis-gene-1275	scYDR194W-A
nbis-gene-1276	scYDR195W
nbis-gene-1277	scYDR196C
nbis-gene-1278	scYDR197W
nbis-gene-1279	scYDR198C
nbis-gene-128	scYAR019W-A
nbis-gene-1280	scYDR199W
nbis-gene-1281	scYDR200C
nbis-gene-1282	scYDR201W
nbis-gene-1283	scYDR202C
nbis-gene-1284	scYDR203W
nbis-gene-1285	scYDR204W
nbis-gene-1286	scYDR205W
nbis-gene-1287	scYDR206W
nbis-gene-1288	scYDR207C
nbis-gene-1289	scYDR208W
nbis-gene-129	scYAR020C
nbis-gene-1290	scYDR209C
nbis-gene-1291	scYDR210C-C
nbis-gene-1292	scYDR210C-D
nbis-gene-1293	scYDR210W
nbis-gene-1294	scYDR210W-A
nbis-gene-1295	scYDR210W-B
nbis-gene-1296	scYDR211W
nbis-gene-1297	scYDR212W
nbis-gene-1298	scYDR213W
nbis-gene-1299	scYDR214W
nbis-gene-130	scYAR023C
nbis-gene-1300	scYDR215C
nbis-gene-1301	scYDR216W
nbis-gene-1302	scYDR217C
nbis-gene-1303	scYDR218C
nbis-gene-1304	scYDR219C
nbis-gene-1305	scYDR220C
nbis-gene-1306	scYDR221W
nbis-gene-1307	scYDR222W
nbis-gene-1308	scYDR223W
nbis-gene-1309	scYDR224C
nbis-gene-131	scYAR027W
nbis-gene-1310	scYDR225W
nbis-gene-1311	scYDR226W
nbis-gene-1312	scYDR227W
nbis-gene-1313	scYDR228C
nbis-gene-1314	scYDR229W
nbis-gene-1315	scYDR230W
nbis-gene-1316	scYDR231C
nbis-gene-1317	scYDR232W
nbis-gene-1318	scYDR233C
nbis-gene-1319	scYDR234W
nbis-gene-132	scYAR028W
nbis-gene-1320	scYDR235W
nbis-gene-1321	scYDR236C
nbis-gene-1322	scYDR237W
nbis-gene-1323	scYDR238C
nbis-gene-1324	scYDR239C
nbis-gene-1325	scYDR240C
nbis-gene-1326	scYDR241W
nbis-gene-1327	scYDR242W
nbis-gene-1328	scYDR243C
nbis-gene-1329	scYDR244W
nbis-gene-133	scYAR029W
nbis-gene-1330	scYDR245W
nbis-gene-1331	scYDR246W
nbis-gene-1332	scYDR246W-A
nbis-gene-1333	scYDR247W
nbis-gene-1334	scYDR248C
nbis-gene-1335	scYDR249C
nbis-gene-1336	scYDR250C
nbis-gene-1337	scYDR251W
nbis-gene-1338	scYDR252W
nbis-gene-1339	scYDR253C
nbis-gene-134	scYAR030C
nbis-gene-1340	scYDR254W
nbis-gene-1341	scYDR255C
nbis-gene-1342	scYDR256C
nbis-gene-1343	scYDR257C
nbis-gene-1344	scYDR258C
nbis-gene-1345	scYDR259C
nbis-gene-1346	scYDR260C
nbis-gene-1347	scYDR261C
nbis-gene-1348	scYDR261C-C
nbis-gene-1349	scYDR261C-D
nbis-gene-135	scYAR031W
nbis-gene-1350	scYDR261W-A
nbis-gene-1351	scYDR261W-B
nbis-gene-1352	scYDR262W
nbis-gene-1353	scYDR263C
nbis-gene-1354	scYDR264C
nbis-gene-1355	scYDR265W
nbis-gene-1356	scYDR266C
nbis-gene-1357	scYDR267C
nbis-gene-1358	scYDR268W
nbis-gene-1359	scYDR269C
nbis-gene-136	scYAR033W
nbis-gene-1360	scYDR270W
nbis-gene-1361	scYDR271C
nbis-gene-1362	scYDR272W
nbis-gene-1363	scYDR273W
nbis-gene-1364	scYDR274C
nbis-gene-1365	scYDR275W
nbis-gene-1366	scYDR276C
nbis-gene-1367	scYDR277C
nbis-gene-1368	scYDR278C
nbis-gene-1369	scYDR279W
nbis-gene-137	scYAR035C-A
nbis-gene-1370	scYDR280W
nbis-gene-1371	scYDR281C
nbis-gene-1372	scYDR282C
nbis-gene-1373	scYDR283C
nbis-gene-1374	scYDR284C
nbis-gene-1375	scYDR285W
nbis-gene-1376	scYDR286C
nbis-gene-1377	scYDR287W
nbis-gene-1378	scYDR288W
nbis-gene-1379	scYDR289C
nbis-gene-138	scYAR035W
nbis-gene-1380	scYDR290W
nbis-gene-1381	scYDR291W
nbis-gene-1382	scYDR292C
nbis-gene-1383	scYDR293C
nbis-gene-1384	scYDR294C
nbis-gene-1385	scYDR295C
nbis-gene-1386	scYDR296W
nbis-gene-1387	scYDR297W
nbis-gene-1388	scYDR298C
nbis-gene-1389	scYDR299W
nbis-gene-139	scYAR042W
nbis-gene-1390	scYDR300C
nbis-gene-1391	scYDR301W
nbis-gene-1392	scYDR302W
nbis-gene-1393	scYDR303C
nbis-gene-1394	scYDR304C
nbis-gene-1395	scYDR305C
nbis-gene-1396	scYDR306C
nbis-gene-1397	scYDR307W
nbis-gene-1398	scYDR308C
nbis-gene-1399	scYDR309C
nbis-gene-140	scYAR047C
nbis-gene-1400	scYDR310C
nbis-gene-1401	scYDR311W
nbis-gene-1402	scYDR312W
nbis-gene-1403	scYDR313C
nbis-gene-1404	scYDR314C
nbis-gene-1405	scYDR315C
nbis-gene-1406	scYDR316W
nbis-gene-1407	scYDR316W-A
nbis-gene-1408	scYDR316W-B
nbis-gene-1409	scYDR317W
nbis-gene-141	scYAR050W
nbis-gene-1410	scYDR318W
nbis-gene-1411	scYDR319C
nbis-gene-1412	scYDR320C
nbis-gene-1413	scYDR320C-A
nbis-gene-1414	scYDR320W-B
nbis-gene-1415	scYDR321W
nbis-gene-1416	scYDR322C-A
nbis-gene-1417	scYDR322W
nbis-gene-1418	scYDR323C
nbis-gene-1419	scYDR324C
nbis-gene-142	scYAR053W
nbis-gene-1420	scYDR325W
nbis-gene-1421	scYDR326C
nbis-gene-1422	scYDR327W
nbis-gene-1423	scYDR328C
nbis-gene-1424	scYDR329C
nbis-gene-1425	scYDR330W
nbis-gene-1426	scYDR331W
nbis-gene-1427	scYDR332W
nbis-gene-1428	scYDR333C
nbis-gene-1429	scYDR334W
nbis-gene-143	scYAR060C
nbis-gene-1430	scYDR335W
nbis-gene-1431	scYDR336W
nbis-gene-1432	scYDR337W
nbis-gene-1433	scYDR338C
nbis-gene-1434	scYDR339C
nbis-gene-1435	scYDR340W
nbis-gene-1436	scYDR341C
nbis-gene-1437	scYDR342C
nbis-gene-1438	scYDR343C
nbis-gene-1439	scYDR344C
nbis-gene-144	scYAR061W
nbis-gene-1440	scYDR345C
nbis-gene-1441	scYDR346C
nbis-gene-1442	scYDR347W
nbis-gene-1443	scYDR348C
nbis-gene-1444	scYDR349C
nbis-gene-1445	scYDR350C
nbis-gene-1446	scYDR351W
nbis-gene-1447	scYDR352W
nbis-gene-1448	scYDR353W
nbis-gene-1449	scYDR354C-A
nbis-gene-145	scYAR062W
nbis-gene-1450	scYDR354W
nbis-gene-1451	scYDR355C
nbis-gene-1452	scYDR356W
nbis-gene-1453	scYDR357C
nbis-gene-1454	scYDR358W
nbis-gene-1455	scYDR359C
nbis-gene-1456	scYDR360W
nbis-gene-1457	scYDR361C
nbis-gene-1458	scYDR362C
nbis-gene-1459	scYDR363W
nbis-gene-146	scYAR064W
nbis-gene-1460	scYDR363W-A
nbis-gene-1461	scYDR364C
nbis-gene-1462	scYDR365C
nbis-gene-1463	scYDR365W-A
nbis-gene-1464	scYDR365W-B
nbis-gene-1465	scYDR366C
nbis-gene-1466	scYDR367W
nbis-gene-1467	scYDR368W
nbis-gene-1468	scYDR369C
nbis-gene-1469	scYDR370C
nbis-gene-147	scYAR066W
nbis-gene-1470	scYDR371C-A
nbis-gene-1471	scYDR371W
nbis-gene-1472	scYDR372C
nbis-gene-1473	scYDR373W
nbis-gene-1474	scYDR374C
nbis-gene-1475	scYDR374W-A
nbis-gene-1476	scYDR375C
nbis-gene-1477	scYDR376W
nbis-gene-1478	scYDR377W
nbis-gene-1479	scYDR378C
nbis-gene-148	scYAR068W
nbis-gene-1480	scYDR379C-A
nbis-gene-1481	scYDR379W
nbis-gene-1482	scYDR380W
nbis-gene-1483	scYDR381C-A
nbis-gene-1484	scYDR381W
nbis-gene-1485	scYDR382W
nbis-gene-1486	scYDR383C
nbis-gene-1487	scYDR384C
nbis-gene-1488	scYDR385W
nbis-gene-1489	scYDR386W
nbis-gene-149	scYAR069C
nbis-gene-1490	scYDR387C
nbis-gene-1491	scYDR388W
nbis-gene-1492	scYDR389W
nbis-gene-1493	scYDR390C
nbis-gene-1494	scYDR391C
nbis-gene-1495	scYDR392W
nbis-gene-1496	scYDR393W
nbis-gene-1497	scYDR394W
nbis-gene-1498	scYDR395W
nbis-gene-1499	scYDR396W
nbis-gene-150	scYAR070C
nbis-gene-1500	scYDR397C
nbis-gene-1501	scYDR398W
nbis-gene-1502	scYDR399W
nbis-gene-1503	scYDR400W
nbis-gene-1504	scYDR401W
nbis-gene-1505	scYDR402C
nbis-gene-1506	scYDR403W
nbis-gene-1507	scYDR404C
nbis-gene-1508	scYDR405W
nbis-gene-1509	scYDR406W
nbis-gene-151	scYAR071W
nbis-gene-1510	scYDR406W-A
nbis-gene-1511	scYDR407C
nbis-gene-1512	scYDR408C
nbis-gene-1513	scYDR409W
nbis-gene-1514	scYDR410C
nbis-gene-1515	scYDR411C
nbis-gene-1516	scYDR412W
nbis-gene-1517	scYDR413C
nbis-gene-1518	scYDR414C
nbis-gene-1519	scYDR415C
nbis-gene-152	scYAR073W
nbis-gene-1520	scYDR416W
nbis-gene-1521	scYDR417C
nbis-gene-1522	scYDR418W
nbis-gene-1523	scYDR419W
nbis-gene-1524	scYDR420W
nbis-gene-1525	scYDR421W
nbis-gene-1526	scYDR422C
nbis-gene-1527	scYDR423C
nbis-gene-1528	scYDR424C
nbis-gene-1529	scYDR425W
nbis-gene-153	scYAR075W
nbis-gene-1530	scYDR426C
nbis-gene-1531	scYDR427W
nbis-gene-1532	scYDR428C
nbis-gene-1533	scYDR429C
nbis-gene-1534	scYDR430C
nbis-gene-1535	scYDR431W
nbis-gene-1536	scYDR432W
nbis-gene-1537	scYDR433W
nbis-gene-1538	scYDR434W
nbis-gene-1539	scYDR435C
nbis-gene-154	scYBL001C
nbis-gene-1540	scYDR436W
nbis-gene-1541	scYDR437W
nbis-gene-1542	scYDR438W
nbis-gene-1543	scYDR439W
nbis-gene-1544	scYDR440W
nbis-gene-1545	scYDR441C
nbis-gene-1546	scYDR442W
nbis-gene-1547	scYDR443C
nbis-gene-1548	scYDR444W
nbis-gene-1549	scYDR445C
nbis-gene-155	scYBL002W
nbis-gene-1550	scYDR446W
nbis-gene-1551	scYDR447C
nbis-gene-1552	scYDR448W
nbis-gene-1553	scYDR449C
nbis-gene-1554	scYDR450W
nbis-gene-1555	scYDR451C
nbis-gene-1556	scYDR452W
nbis-gene-1557	scYDR453C
nbis-gene-1558	scYDR454C
nbis-gene-1559	scYDR455C
nbis-gene-156	scYBL003C
nbis-gene-1560	scYDR456W
nbis-gene-1561	scYDR457W
nbis-gene-1562	scYDR458C
nbis-gene-1563	scYDR459C
nbis-gene-1564	scYDR460W
nbis-gene-1565	scYDR461C-A
nbis-gene-1566	scYDR461W
nbis-gene-1567	scYDR462W
nbis-gene-1568	scYDR463W
nbis-gene-1569	scYDR464C-A
nbis-gene-157	scYBL004W
nbis-gene-1570	scYDR464W
nbis-gene-1571	scYDR465C
nbis-gene-1572	scYDR466W
nbis-gene-1573	scYDR467C
nbis-gene-1574	scYDR468C
nbis-gene-1575	scYDR469W
nbis-gene-1576	scYDR470C
nbis-gene-1577	scYDR471W
nbis-gene-1578	scYDR472W
nbis-gene-1579	scYDR473C
nbis-gene-158	scYBL005W
nbis-gene-1580	scYDR475C
nbis-gene-1581	scYDR476C
nbis-gene-1582	scYDR477W
nbis-gene-1583	scYDR478W
nbis-gene-1584	scYDR479C
nbis-gene-1585	scYDR480W
nbis-gene-1586	scYDR481C
nbis-gene-1587	scYDR482C
nbis-gene-1588	scYDR483W
nbis-gene-1589	scYDR484W
nbis-gene-159	scYBL005W-A
nbis-gene-1590	scYDR485C
nbis-gene-1591	scYDR486C
nbis-gene-1592	scYDR487C
nbis-gene-1593	scYDR488C
nbis-gene-1594	scYDR489W
nbis-gene-1595	scYDR490C
nbis-gene-1596	scYDR491C
nbis-gene-1597	scYDR492W
nbis-gene-1598	scYDR493W
nbis-gene-1599	scYDR494W
nbis-gene-160	scYBL005W-B
nbis-gene-1600	scYDR495C
nbis-gene-1601	scYDR496C
nbis-gene-1602	scYDR497C
nbis-gene-1603	scYDR498C
nbis-gene-1604	scYDR499W
nbis-gene-1605	scYDR500C
nbis-gene-1606	scYDR501W
nbis-gene-1607	scYDR502C
nbis-gene-1608	scYDR503C
nbis-gene-1609	scYDR504C
nbis-gene-161	scYBL006C
nbis-gene-1610	scYDR505C
nbis-gene-1611	scYDR506C
nbis-gene-1612	scYDR507C
nbis-gene-1613	scYDR508C
nbis-gene-1614	scYDR509W
nbis-gene-1615	scYDR510C-A
nbis-gene-1616	scYDR510W
nbis-gene-1617	scYDR511W
nbis-gene-1618	scYDR512C
nbis-gene-1619	scYDR513W
nbis-gene-162	scYBL006W-A
nbis-gene-1620	scYDR514C
nbis-gene-1621	scYDR515W
nbis-gene-1622	scYDR516C
nbis-gene-1623	scYDR517W
nbis-gene-1624	scYDR518W
nbis-gene-1625	scYDR519W
nbis-gene-1626	scYDR520C
nbis-gene-1627	scYDR521W
nbis-gene-1628	scYDR522C
nbis-gene-1629	scYDR523C
nbis-gene-163	scYBL007C
nbis-gene-1630	scYDR524C
nbis-gene-1631	scYDR524C-A
nbis-gene-1632	scYDR524C-B
nbis-gene-1633	scYDR524W-C
nbis-gene-1634	scYDR525W
nbis-gene-1635	scYDR525W-A
nbis-gene-1636	scYDR526C
nbis-gene-1637	scYDR527W
nbis-gene-1638	scYDR528W
nbis-gene-1639	scYDR529C
nbis-gene-164	scYBL008W
nbis-gene-1640	scYDR530C
nbis-gene-1641	scYDR531W
nbis-gene-1642	scYDR532C
nbis-gene-1643	scYDR533C
nbis-gene-1644	scYDR534C
nbis-gene-1645	scYDR535C
nbis-gene-1646	scYDR536W
nbis-gene-1647	scYDR537C
nbis-gene-1648	scYDR538W
nbis-gene-1649	scYDR539W
nbis-gene-165	scYBL008W-A
nbis-gene-1650	scYDR540C
nbis-gene-1651	scYDR541C
nbis-gene-1652	scYDR542W
nbis-gene-1653	scYDR543C
nbis-gene-1654	scYDR544C
nbis-gene-1655	scYDR545C-A
nbis-gene-1656	scYDR545W
nbis-gene-1657	scYEL001C
nbis-gene-1658	scYEL002C
nbis-gene-1659	scYEL003W
nbis-gene-166	scYBL009W
nbis-gene-1660	scYEL004W
nbis-gene-1661	scYEL005C
nbis-gene-1662	scYEL006W
nbis-gene-1663	scYEL007W
nbis-gene-1664	scYEL008C-A
nbis-gene-1665	scYEL008W
nbis-gene-1666	scYEL009C
nbis-gene-1667	scYEL009C-A
nbis-gene-1668	scYEL010W
nbis-gene-1669	scYEL011W
nbis-gene-167	scYBL010C
nbis-gene-1670	scYEL012W
nbis-gene-1671	scYEL013W
nbis-gene-1672	scYEL014C
nbis-gene-1673	scYEL015W
nbis-gene-1674	scYEL016C
nbis-gene-1675	scYEL017C-A
nbis-gene-1676	scYEL017W
nbis-gene-1677	scYEL018C-A
nbis-gene-1678	scYEL018W
nbis-gene-1679	scYEL019C
nbis-gene-168	scYBL011W
nbis-gene-1680	scYEL020C
nbis-gene-1681	scYEL020C-B
nbis-gene-1682	scYEL020W-A
nbis-gene-1683	scYEL021W
nbis-gene-1684	scYEL022W
nbis-gene-1685	scYEL023C
nbis-gene-1686	scYEL024W
nbis-gene-1687	scYEL025C
nbis-gene-1688	scYEL026W
nbis-gene-1689	scYEL027W
nbis-gene-169	scYBL012C
nbis-gene-1690	scYEL028W
nbis-gene-1691	scYEL029C
nbis-gene-1692	scYEL030C-A
nbis-gene-1693	scYEL030W
nbis-gene-1694	scYEL031W
nbis-gene-1695	scYEL032C-A
nbis-gene-1696	scYEL032W
nbis-gene-1697	scYEL033W
nbis-gene-1698	scYEL034C-A
nbis-gene-1699	scYEL034W
nbis-gene-170	scYBL013W
nbis-gene-1700	scYEL035C
nbis-gene-1701	scYEL036C
nbis-gene-1702	scYEL037C
nbis-gene-1703	scYEL038W
nbis-gene-1704	scYEL039C
nbis-gene-1705	scYEL040W
nbis-gene-1706	scYEL041W
nbis-gene-1707	scYEL042W
nbis-gene-1708	scYEL043W
nbis-gene-1709	scYEL044W
nbis-gene-171	scYBL014C
nbis-gene-1710	scYEL045C
nbis-gene-1711	scYEL046C
nbis-gene-1712	scYEL047C
nbis-gene-1713	scYEL048C
nbis-gene-1714	scYEL049W
nbis-gene-1715	scYEL050C
nbis-gene-1716	scYEL050W-A
nbis-gene-1717	scYEL051W
nbis-gene-1718	scYEL052W
nbis-gene-1719	scYEL053C
nbis-gene-172	scYBL015W
nbis-gene-1720	scYEL053W-A
nbis-gene-1721	scYEL054C
nbis-gene-1722	scYEL055C
nbis-gene-1723	scYEL056W
nbis-gene-1724	scYEL057C
nbis-gene-1725	scYEL058W
nbis-gene-1726	scYEL059C-A
nbis-gene-1727	scYEL059W
nbis-gene-1728	scYEL060C
nbis-gene-1729	scYEL061C
nbis-gene-173	scYBL016W
nbis-gene-1730	scYEL062W
nbis-gene-1731	scYEL063C
nbis-gene-1732	scYEL064C
nbis-gene-1733	scYEL065W
nbis-gene-1734	scYEL066W
nbis-gene-1735	scYEL067C
nbis-gene-1736	scYEL068C
nbis-gene-1737	scYEL069C
nbis-gene-1738	scYEL070W
nbis-gene-1739	scYEL071W
nbis-gene-174	scYBL017C
nbis-gene-1740	scYEL072W
nbis-gene-1741	scYEL073C
nbis-gene-1742	scYEL074W
nbis-gene-1743	scYEL075C
nbis-gene-1744	scYEL075W-A
nbis-gene-1745	scYEL076C
nbis-gene-1746	scYEL076C-A
nbis-gene-1747	scYEL077C
nbis-gene-1748	scYEL077W-A
nbis-gene-1749	scYER001W
